72 100 0 16 72 0 8 256 10000000 763 0 776 0 0 764 0 0 0 0 103 104 0 4195078
88 250 0 16 16 0 8 255 10000000 778 0 779 0 0 780 0 0 0 0 97 98 0 6
89 1000 0 20 32 0 8 0 100 784 785 0 0 0 0 0 0 0 0 0 0 0 24
87 1000 0 20 32 0 8 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 24
-1 1000 10 6 32 3 8 0 100 787 0 0 0 0 0 0 0 94 0 0 17 0 71184
-1 1000 0 20 16 0 8 0 100 791 0 0 0 0 0 0 0 0 0 0 0 0 2147484176
2035 20 0 10 42 0 8 0 100 806 0 0 0 0 808 0 0 0 0 0 82 0 524294
-1 1000 10 6 8 3 8 0 100 97 0 0 0 0 99 0 0 16 0 0 17 0 2147550736
-1 1000 10 6 8 5 8 0 100 102 0 0 0 0 104 0 0 16 0 0 17 0 2147550736
-1 1000 20 11 8 20 8 0 100 114 0 0 0 0 127 0 0 14 0 0 82 0 67088
-1 1000 25 13 8 5 8 0 100 107 0 0 0 0 109 0 0 8 0 0 17 0 2147550736
-1 1000 25 13 8 100 8 0 100 115 0 0 0 0 117 0 0 0 0 0 15 0 2147550736
-1 1000 25 13 8 5 8 0 100 667 0 0 0 0 669 0 0 8 0 0 17 0 2147550736
-1 1000 0 20 16 0 8 0 100 93 0 0 0 0 0 0 0 0 0 0 0 0 2147484176
-1 1000 0 20 16 0 8 0 100 90 0 0 0 0 0 0 0 0 0 0 0 0 16
-1 1000 0 20 16 0 8 0 100 130 0 0 0 0 0 0 0 0 0 0 0 0 2147484176
-1 1000 0 20 16 0 8 0 100 142 0 0 0 0 0 0 0 0 0 0 0 0 2147484176
14 1000 0 20 16 0 8 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 24
-1 1000 0 20 16 0 8 0 100 123 0 0 0 0 0 0 0 0 0 0 0 0 528
2018 1000 0 20 16 0 8 0 100 802 0 0 0 0 0 0 0 0 0 0 0 0 1
2019 1000 0 20 16 0 8 0 100 804 0 0 0 0 0 0 0 0 0 0 0 0 1
2014 1000 0 20 16 0 8 0 100 816 0 0 0 0 0 0 0 0 0 0 0 0 8388609
2015 1000 0 20 16 0 8 0 100 822 0 0 0 0 0 0 0 0 0 0 0 0 8388609
5 1000 0 20 16 0 8 0 100 828 0 0 0 0 0 0 0 0 0 0 0 0 33554433
13 1000 0 20 16 0 8 0 100 830 0 0 0 0 0 0 0 0 0 0 0 0 33554433
6 1000 0 20 16 0 8 0 100 832 0 0 0 0 0 0 0 0 0 0 0 0 33554433
39 1000 0 20 16 0 8 0 100 838 0 0 0 0 0 0 0 0 0 0 0 0 33554433
38 1000 0 20 16 0 8 0 100 836 0 0 0 0 0 0 0 0 0 0 0 0 33554433
40 1000 0 20 16 0 8 0 100 834 0 0 0 0 0 0 0 0 0 0 0 0 33554433
2011 1000 0 20 16 0 8 0 100 840 0 0 0 0 0 0 0 0 0 0 0 0 1
2012 1000 0 20 16 0 8 0 100 841 0 0 0 0 0 0 0 0 0 0 0 0 1
2013 1000 0 20 16 0 8 0 100 842 0 0 0 0 0 0 0 0 0 0 0 0 2155872257
2022 1000 0 20 16 0 8 0 100 848 0 0 0 0 0 0 0 0 0 0 0 0 2155872257
2023 1000 0 20 16 0 8 0 100 852 0 0 0 0 0 0 0 0 0 0 0 0 8388609
2024 1000 0 20 16 0 8 0 100 853 0 0 0 0 0 0 0 0 0 0 0 0 2155872257
2025 1000 0 20 16 0 8 0 100 861 0 0 0 0 0 0 0 0 0 0 0 0 1
2026 1000 0 20 16 0 8 0 100 862 0 0 0 0 0 0 0 0 0 0 0 0 8388609
2045 1000 0 20 16 0 8 0 100 868 0 0 0 0 0 0 0 0 0 0 0 0 8388609
83 1000 0 20 16 0 8 0 100 857 0 0 0 0 0 0 0 0 0 0 0 0 2155872257
2007 1000 0 20 16 0 8 0 100 870 0 0 0 0 0 0 0 0 0 0 0 0 1
2048 1000 0 20 16 0 8 0 100 871 0 0 0 0 0 0 0 0 0 0 0 0 1
2010 1000 0 20 16 0 8 0 100 872 0 0 0 0 0 0 0 0 0 0 0 0 1
2046 1000 0 20 16 0 8 0 100 873 0 0 0 0 0 0 0 0 0 0 0 0 1
2047 1000 0 20 16 0 8 0 100 874 0 0 0 0 0 0 0 0 0 0 0 0 1
17 1000 0 20 16 0 8 0 100 875 0 0 0 0 0 0 0 0 0 0 0 0 1
2008 1000 0 20 16 0 8 0 100 876 0 0 0 0 0 0 0 0 0 0 0 0 1
2049 1000 0 20 16 0 8 0 100 877 0 0 0 0 0 0 0 0 0 0 0 0 1
8 1000 0 20 16 0 8 0 100 878 0 0 0 0 0 0 0 0 0 0 0 0 1
2006 1000 0 20 16 0 8 0 100 879 0 0 0 0 0 0 0 0 0 0 0 0 1
2002 1000 0 20 16 0 8 0 100 880 0 0 0 0 0 0 0 0 0 0 0 0 1
2005 1000 0 20 16 0 8 0 100 881 0 0 0 0 0 0 0 0 0 0 0 0 1
2003 1000 0 20 16 0 8 0 100 882 0 0 0 0 0 0 0 0 0 0 0 0 1
2004 1000 0 20 16 0 8 0 100 883 0 0 0 0 0 0 0 0 0 0 0 0 1
2001 1000 0 20 16 0 8 0 100 884 0 0 0 0 0 0 0 0 0 0 0 0 1
82 1000 0 20 16 0 8 0 100 885 0 0 0 0 0 0 0 0 0 0 0 0 1
85 1000 0 16 16 0 8 0 100 959 0 0 0 0 0 0 0 0 0 0 0 0 2
86 1000 0 16 16 0 8 0 100 963 0 0 0 0 0 0 0 0 0 0 0 0 2
2028 1000 0 16 16 0 8 0 100 886 0 0 0 0 0 0 0 0 0 0 0 0 2
30 1000 0 16 16 0 8 0 100 907 0 0 0 0 0 0 0 0 0 0 0 0 2
31 1000 0 16 16 0 8 0 100 908 0 0 0 0 0 0 0 0 0 0 0 0 2
32 1000 0 16 16 0 8 0 100 909 0 0 0 0 0 0 0 0 0 0 0 0 2
33 1000 0 16 16 0 8 0 100 910 0 0 0 0 0 0 0 0 0 0 0 0 2
37 1000 0 16 16 0 8 0 100 913 0 0 0 0 0 0 0 0 0 0 0 0 2
36 1000 0 16 16 0 8 0 100 924 0 0 0 0 0 0 0 0 0 0 0 0 2
41 1000 0 16 16 0 8 0 100 917 0 0 0 0 0 0 0 0 0 0 0 0 2
42 1000 0 16 16 0 8 0 100 921 0 0 0 0 0 0 0 0 0 0 0 0 2
43 1000 0 16 16 0 8 0 100 914 0 0 0 0 0 0 0 0 0 0 0 0 2
44 1000 0 16 16 0 8 0 100 926 0 0 0 0 0 0 0 0 0 0 0 0 2
45 1000 0 16 16 0 8 0 100 930 0 0 0 0 0 0 0 0 0 0 0 0 2
46 1000 0 16 16 0 8 0 100 934 0 0 0 0 0 0 0 0 0 0 0 0 2
55 1000 0 16 16 0 8 0 100 938 0 0 0 0 0 0 0 0 0 0 0 0 2
56 1000 0 16 16 0 8 0 100 942 0 0 0 0 0 0 0 0 0 0 0 0 2
57 1000 0 16 16 0 8 0 100 946 0 0 0 0 0 0 0 0 0 0 0 0 2
47 1000 0 16 16 0 8 0 100 906 0 0 0 0 0 0 0 0 0 0 0 0 2
48 1000 0 16 16 0 8 0 100 916 0 0 0 0 0 0 0 0 0 0 0 0 2
34 1000 0 20 16 0 8 0 100 911 0 0 0 0 0 0 0 0 0 0 0 0 0
35 1000 0 16 16 0 8 0 100 912 0 0 0 0 0 0 0 0 0 0 0 0 2
49 1000 0 16 68 0 8 0 100 888 0 0 0 0 0 0 0 0 0 0 0 0 770
50 1000 0 16 84 0 8 0 100 902 0 0 0 0 0 0 0 0 0 0 0 0 770
51 1000 0 16 84 0 8 0 100 903 0 0 0 0 0 0 0 0 0 0 0 0 770
52 1000 0 16 68 0 8 0 100 904 0 0 0 0 0 0 0 0 0 0 0 0 770
53 1000 0 16 52 0 8 0 100 905 0 0 0 0 0 0 0 0 0 0 0 0 770
59 1000 0 20 84 0 8 0 100 902 0 0 0 0 0 0 0 0 0 0 0 0 768
60 1000 0 20 68 0 8 0 100 904 0 0 0 0 0 0 0 0 0 0 0 0 768
61 1000 0 20 52 0 8 0 100 903 0 0 0 0 0 0 0 0 0 0 0 0 768
62 1000 0 20 52 0 8 0 100 905 0 0 0 0 0 0 0 0 0 0 0 0 768
63 1000 0 20 68 0 8 0 100 888 0 0 0 0 0 0 0 0 0 0 0 0 768
22 1000 0 20 16 0 8 0 100 515 0 0 0 0 0 0 0 0 0 0 0 0 0
15 1000 0 20 16 0 8 0 100 164 0 0 0 0 0 0 0 0 0 0 0 0 0
18 1000 0 20 16 0 8 0 100 193 0 0 0 0 0 0 0 0 0 0 0 0 0
21 1000 0 20 16 0 8 0 100 495 0 0 0 0 0 0 0 0 0 0 0 0 0
23 1000 0 20 16 0 8 0 100 600 0 0 0 0 0 0 0 0 0 0 0 0 0
20 1000 0 20 16 0 8 0 100 461 0 0 0 0 0 0 0 0 0 0 0 0 0
19 1000 0 20 16 0 8 0 100 226 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1000 0 20 16 0 8 0 100 173 0 0 0 0 0 0 0 0 0 0 0 0 0
12 1000 0 20 16 0 8 0 100 173 0 0 0 0 0 0 0 0 0 0 0 0 0
28 1000 0 16 16 0 8 0 100 894 0 0 0 0 0 0 0 0 0 0 0 0 2
24 1000 0 20 16 0 8 0 100 895 0 0 0 0 0 0 0 0 0 0 0 0 0
27 1000 0 16 16 0 8 0 100 896 0 0 0 0 0 0 0 0 0 0 0 0 2
29 1000 0 16 16 0 8 0 100 897 0 0 0 0 0 0 0 0 0 0 0 0 2
25 1000 0 16 16 0 8 0 100 899 0 0 0 0 0 0 0 0 0 0 0 0 2
26 1000 0 16 16 0 8 0 100 900 0 0 0 0 0 0 0 0 0 0 0 0 2
54 1000 0 32 16 0 8 0 100 915 0 0 0 0 0 0 0 0 0 0 0 0 2
70 1000 0 16 16 0 8 0 100 813 0 0 0 0 0 0 0 0 0 0 0 0 2
73 1000 0 16 88 0 8 0 100 950 0 0 0 0 0 0 0 0 0 0 0 0 770
74 1000 0 16 88 0 8 0 100 951 0 0 0 0 0 0 0 0 0 0 0 0 770
75 1000 0 16 64 0 8 0 100 952 0 0 0 0 0 0 0 0 0 0 0 0 770
76 1000 0 16 64 0 8 0 100 953 0 0 0 0 0 0 0 0 0 0 0 0 770
77 1000 0 16 64 0 8 0 100 954 0 0 0 0 0 0 0 0 0 0 0 0 770
78 1000 0 16 64 0 8 0 100 955 0 0 0 0 0 0 0 0 0 0 0 0 770
79 1000 0 20 16 0 8 0 100 956 0 0 0 0 0 0 0 0 0 0 0 0 16
80 1000 0 20 16 0 8 0 100 957 0 0 0 0 0 0 0 0 0 0 0 0 16
81 1000 0 20 16 0 8 0 100 958 0 0 0 0 0 0 0 0 0 0 0 0 16
5001 1000 0 8 8 0 8 0 10 967 0 0 0 0 0 0 0 0 0 0 0 0 16
5002 1000 0 8 8 0 8 0 10 967 0 0 0 0 0 0 0 0 0 0 0 0 16
888 500 10 11 28 0 8 180 100 972 974 985 982 0 987 0 993 109 110 113 112 111 4194310
-1 1000 25 13 8 4 8 0 100 1042 0 0 0 0 1044 0 0 8 0 0 17 0 536938000
-1 1000 25 6 8 4 8 0 100 1049 0 0 0 0 1051 0 0 8 0 0 17 0 536938000
2016 1000 0 10 16 0 8 0 100 1054 0 0 0 0 0 0 0 0 0 0 0 0 8388609
2017 1000 0 20 10 0 8 0 100 1055 0 0 0 0 0 0 0 0 0 0 0 0 8388609
-1 1000 0 20 16 0 8 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 1
-1 1000 0 20 16 0 8 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 1
